order_number,source_platform,status,order_date,total_amount,customer,tracking_number
200013758800136,SHIPSTATION,SHIPPED,2025-09-22 05:01:01.027000+00:00,0.66,<app.models.models.Customer object at 0x7f572cd6b050>,9400150105501171536169
03-13577-91983,SHIPSTATION,SHIPPED,2025-09-11 22:57:40+00:00,33.91,<app.models.models.Customer object at 0x7f572cd36950>,9434650206217083728218
200013599979455,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 21:18:13.110000+00:00,122.82,<app.models.models.Customer object at 0x7f572cd13250>,None
05-13550-80095,SHIPSTATION,SHIPPED,2025-09-06 00:12:15+00:00,541.13,<app.models.models.Customer object at 0x7f572cd34950>,392998969504
24-13539-86341,SHIPSTATION,SHIPPED,2025-09-06 04:18:27+00:00,19.99,<app.models.models.Customer object at 0x7f572cd34a50>,None
17-13533-92756,SHIPSTATION,SHIPPED,2025-09-05 21:49:01+00:00,21.42,<app.models.models.Customer object at 0x7f572cdbfa50>,9400150105501147458174
02-13579-47466,SHIPSTATION,SHIPPED,2025-09-11 21:30:06+00:00,29.15,<app.models.models.Customer object at 0x7f572cd48150>,9400150206217277512669
07-13548-81047,SHIPSTATION,SHIPPED,2025-09-06 07:25:34+00:00,28.95,<app.models.models.Customer object at 0x7f572cd34b50>,9400150105501151199094
12-13542-06052,SHIPSTATION,SHIPPED,2025-09-06 07:31:57+00:00,22.66,<app.models.models.Customer object at 0x7f572cd34c50>,9400150105501151199452
02-13555-77134,SHIPSTATION,SHIPPED,2025-09-06 08:06:47+00:00,36.95,<app.models.models.Customer object at 0x7f572cdbfc50>,9434650206217081505552
24-13540-58629,SHIPSTATION,SHIPPED,2025-09-06 08:26:49+00:00,297.07,<app.models.models.Customer object at 0x7f572cd34e50>,392999419123
200013722026215,SHIPSTATION,AWAITING_SHIPMENT,2025-09-06 08:48:47.187000+00:00,234.99,<app.models.models.Customer object at 0x7f572cdbd650>,None
200013583537747,SHIPSTATION,SHIPPED,2025-09-06 13:22:29.750000+00:00,151.92,<app.models.models.Customer object at 0x7f572cd13a50>,393137205323
19-13533-15784,SHIPSTATION,SHIPPED,2025-09-06 10:29:28+00:00,228.17,<app.models.models.Customer object at 0x7f572cdbfd50>,9434650206217081507389
06-13550-75942,SHIPSTATION,SHIPPED,2025-09-06 09:40:50+00:00,123.82,<app.models.models.Customer object at 0x7f572cd34f50>,9434650206217082693258
01-13621-87314,SHIPSTATION,SHIPPED,2025-09-22 06:02:23+00:00,29.99,<app.models.models.Customer object at 0x7f572cd6ae50>,9400150206217291465057
24-13541-52544,SHIPSTATION,SHIPPED,2025-09-06 12:44:48+00:00,27.34,<app.models.models.Customer object at 0x7f572cdbfe50>,9400150206217270535528
22-13529-53869,SHIPSTATION,SHIPPED,2025-09-06 12:51:05+00:00,21.78,<app.models.models.Customer object at 0x7f572cdd4050>,9434650105501045943828
17-13536-41321,SHIPSTATION,SHIPPED,2025-09-06 13:41:14+00:00,20.27,<app.models.models.Customer object at 0x7f572cd35150>,9434650206217081506399
27-13523-15616,SHIPSTATION,SHIPPED,2025-09-06 13:47:32+00:00,29.62,<app.models.models.Customer object at 0x7f572cdd4150>,9400150105501151211642
10-13545-93863,SHIPSTATION,SHIPPED,2025-09-06 14:14:15+00:00,17.45,<app.models.models.Customer object at 0x7f572cd35250>,9434650206217081502681
10-13546-02121,SHIPSTATION,SHIPPED,2025-09-06 14:42:50+00:00,48.14,<app.models.models.Customer object at 0x7f572cd35350>,9434650105501045938497
06-13551-90156,SHIPSTATION,CANCELLED,2025-09-06 15:38:38+00:00,21.08,<app.models.models.Customer object at 0x7f572cdd4250>,None
200013498153721,WALMART,AWAITING_SHIPMENT,2025-09-07 01:08:41.531000+00:00,280.56,<app.models.models.Customer object at 0x7f5745bd2a50>,None
200013540189095,WALMART,AWAITING_SHIPMENT,2025-09-07 01:15:12.952000+00:00,324.64,<app.models.models.Customer object at 0x7f572cdadd50>,None
10-13546-67037,SHIPSTATION,SHIPPED,2025-09-06 18:59:52+00:00,17.24,<app.models.models.Customer object at 0x7f572cd35450>,9434650105501045941886
200013501576024,WALMART,SHIPPED,2025-09-07 02:56:38.036000+00:00,6.22,<app.models.models.Customer object at 0x7f572cdadc50>,9400150206217267692708
19-13593-62929,SHIPSTATION,SHIPPED,2025-09-21 10:26:21+00:00,59.99,<app.models.models.Customer object at 0x7f572cd69a50>,9400150105501171606428
11-13545-80046,SHIPSTATION,SHIPPED,2025-09-06 23:32:30+00:00,5.48,<app.models.models.Customer object at 0x7f572cdbe150>,9400150206217270524942
200013780935136,WALMART,AWAITING_SHIPMENT,2025-09-07 06:52:48.222000+00:00,299.90,<app.models.models.Customer object at 0x7f574572ea50>,None
12-13545-66338,SHIPSTATION,SHIPPED,2025-09-07 07:23:10+00:00,175.99,<app.models.models.Customer object at 0x7f572cdd4350>,9434650105501045944412
200013694188193,WALMART,AWAITING_SHIPMENT,2025-09-07 14:32:35.914000+00:00,155.29,<app.models.models.Customer object at 0x7f574572fe50>,None
200013531289259,WALMART,AWAITING_SHIPMENT,2025-09-07 14:37:12.740000+00:00,177.92,<app.models.models.Customer object at 0x7f574572ca50>,None
27-13525-47252,SHIPSTATION,SHIPPED,2025-09-07 07:38:10+00:00,10.39,<app.models.models.Customer object at 0x7f572cd35550>,9400150105501148519225
200013589905488,SHIPSTATION,SHIPPED,2025-09-18 19:39:26.517000+00:00,0.78,<app.models.models.Customer object at 0x7f572cd69b50>,9400150105501167244436
08-13550-78596,SHIPSTATION,SHIPPED,2025-09-07 07:40:05+00:00,21.61,<app.models.models.Customer object at 0x7f572cd35650>,9400150206217270145987
21-13533-68698,SHIPSTATION,SHIPPED,2025-09-07 09:49:51+00:00,19.99,<app.models.models.Customer object at 0x7f572cd35750>,9400150206217269486107
27-13526-20413,SHIPSTATION,SHIPPED,2025-09-07 10:39:49+00:00,21.09,<app.models.models.Customer object at 0x7f572cdd4450>,9400150206217270095299
24-13545-08166,SHIPSTATION,SHIPPED,2025-09-07 11:50:12+00:00,133.08,<app.models.models.Customer object at 0x7f572cd35850>,9434650105501045943705
200013567120125,WALMART,AWAITING_SHIPMENT,2025-09-07 19:12:53.428000+00:00,167.95,<app.models.models.Customer object at 0x7f572cdad850>,None
26-13528-06489,SHIPSTATION,SHIPPED,2025-09-07 13:29:32+00:00,75.55,<app.models.models.Customer object at 0x7f572cd35950>,9400150206217269059868
200013629322248,WALMART,SHIPPED,2025-09-07 20:33:48.464000+00:00,148.46,<app.models.models.Customer object at 0x7f572cdad650>,393059730363
08-13552-37008,SHIPSTATION,SHIPPED,2025-09-07 14:04:45+00:00,140.85,<app.models.models.Customer object at 0x7f572cd35a50>,9434650206217081508829
18-13539-11450,SHIPSTATION,SHIPPED,2025-09-07 14:19:04+00:00,20.09,<app.models.models.Customer object at 0x7f572cdd4550>,9400150206217269475774
08-13552-42596,SHIPSTATION,SHIPPED,2025-09-07 14:19:56+00:00,34.25,<app.models.models.Customer object at 0x7f572cdd4650>,9434650206217081350251
24-13545-73095,SHIPSTATION,SHIPPED,2025-09-07 14:31:09+00:00,335.07,<app.models.models.Customer object at 0x7f572cd35b50>,9434650206217081506672
200013786390936,WALMART,AWAITING_SHIPMENT,2025-09-07 23:49:22.237000+00:00,11713.10,<app.models.models.Customer object at 0x7f572cdac650>,None
200013313123449,WALMART,SHIPPED,2025-09-07 23:24:19.845000+00:00,178.65,<app.models.models.Customer object at 0x7f574572e050>,393105531334
03-13559-80527,SHIPSTATION,SHIPPED,2025-09-07 17:02:47+00:00,46.71,<app.models.models.Customer object at 0x7f572cd35c50>,9400150105501149793303
18-13539-64726,SHIPSTATION,SHIPPED,2025-09-07 17:03:25+00:00,16.06,<app.models.models.Customer object at 0x7f572cd49750>,9400150105501150629738
09-13604-53731,SHIPSTATION,SHIPPED,2025-09-20 16:09:04+00:00,47.25,<app.models.models.Customer object at 0x7f574572c850>,9400150105501171607074
03-13559-88691,SHIPSTATION,SHIPPED,2025-09-07 17:26:12+00:00,392.13,<app.models.models.Customer object at 0x7f572cd35d50>,392999325620
200013547556580,SHIPSTATION,AWAITING_SHIPMENT,2025-09-20 09:52:47.367000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd68050>,None
200013662746979,WALMART,SHIPPED,2025-09-15 23:17:09.920000+00:00,175.29,<app.models.models.Customer object at 0x7f572cdd7950>,393312599154
200013584815872,WALMART,AWAITING_SHIPMENT,2025-09-19 23:20:25.794000+00:00,0.72,<app.models.models.Customer object at 0x7f572cde4750>,None
08-13575-95933,SHIPSTATION,AWAITING_SHIPMENT,2025-09-13 07:42:16+00:00,111.56,<app.models.models.Customer object at 0x7f572cd4a350>,None
15-13543-75740,SHIPSTATION,SHIPPED,2025-09-07 17:53:08+00:00,81.27,<app.models.models.Customer object at 0x7f572cd35e50>,9400150105501148507727
22-13534-58800,SHIPSTATION,SHIPPED,2025-09-07 18:46:42+00:00,315.63,<app.models.models.Customer object at 0x7f572cd35f50>,9434650105501045943903
14-13545-52746,SHIPSTATION,SHIPPED,2025-09-07 19:18:35+00:00,5.30,<app.models.models.Customer object at 0x7f572cdd4750>,9400150206217267704395
07-13593-72939,SHIPSTATION,SHIPPED,2025-09-17 05:07:32+00:00,349.79,<app.models.models.Customer object at 0x7f572cd4af50>,9434650105501050788438
22-13534-75877,SHIPSTATION,SHIPPED,2025-09-07 19:35:15+00:00,29.21,<app.models.models.Customer object at 0x7f572cdd4850>,9400150206217269482413
09-13552-50697,SHIPSTATION,SHIPPED,2025-09-07 21:38:22+00:00,5.52,<app.models.models.Customer object at 0x7f572cd36050>,9400150206217267700977
07-13555-86491,SHIPSTATION,SHIPPED,2025-09-08 01:04:09+00:00,27.12,<app.models.models.Customer object at 0x7f572cd36150>,9400150206217268705247
200013589776025,SHIPSTATION,AWAITING_SHIPMENT,2025-09-08 06:05:20.557000+00:00,148.59,<app.models.models.Customer object at 0x7f572cd12a50>,None
13-13587-91391,SHIPSTATION,SHIPPED,2025-09-17 14:50:43+00:00,149.98,<app.models.models.Customer object at 0x7f572cdd6550>,9434650105501050793371
24-13548-60866,SHIPSTATION,SHIPPED,2025-09-08 07:29:27+00:00,48.70,<app.models.models.Customer object at 0x7f574572d850>,9434650105501045748416
21-13558-76818,SHIPSTATION,CANCELLED,2025-09-13 10:12:46+00:00,179.51,<app.models.models.Customer object at 0x7f572cd49850>,None
200013665635762,SHIPSTATION,SHIPPED,2025-09-10 12:08:22.760000+00:00,134.00,<app.models.models.Customer object at 0x7f572cd10f50>,393210215592
24-13567-89423,SHIPSTATION,SHIPPED,2025-09-12 21:03:15+00:00,29.15,<app.models.models.Customer object at 0x7f572cdd5f50>,9400150105501158127861
22-13556-08306,SHIPSTATION,SHIPPED,2025-09-12 23:33:20+00:00,31.20,<app.models.models.Customer object at 0x7f572cdd6150>,9434650206217083778237
200013783021298,SHIPSTATION,AWAITING_SHIPMENT,2025-09-10 08:32:42.833000+00:00,153.89,<app.models.models.Customer object at 0x7f572cd36750>,None
08-13568-95023,SHIPSTATION,SHIPPED,2025-09-11 10:01:58+00:00,5.56,<app.models.models.Customer object at 0x7f572cdd4c50>,9434650206217083566995
11-13566-77567,SHIPSTATION,SHIPPED,2025-09-11 19:34:59+00:00,254.25,<app.models.models.Customer object at 0x7f572cd25a50>,9434650105501048099119
23-13536-20618,SHIPSTATION,SHIPPED,2025-09-08 10:30:05+00:00,41.62,<app.models.models.Customer object at 0x7f572cdbe950>,9400150206217270054531
18-13555-54435,SHIPSTATION,SHIPPED,2025-09-11 09:49:31+00:00,21.10,<app.models.models.Customer object at 0x7f572cd37e50>,9400150206217277512638
15-13560-51167,SHIPSTATION,SHIPPED,2025-09-11 14:29:17+00:00,29.70,<app.models.models.Customer object at 0x7f572cdad150>,9400150105501157996789
26-13541-77484,SHIPSTATION,SHIPPED,2025-09-10 15:00:07+00:00,624.83,<app.models.models.Customer object at 0x7f574572f850>,393126648477
06-13569-11065,SHIPSTATION,SHIPPED,2025-09-10 14:58:49+00:00,115.51,<app.models.models.Customer object at 0x7f572cd24f50>,9434650105501047596091
200013641413885,SHIPSTATION,SHIPPED,2025-09-08 05:29:12.157000+00:00,167.45,<app.models.models.Customer object at 0x7f572cd25050>,9434650105501047412001
16-13554-05206,SHIPSTATION,SHIPPED,2025-09-10 09:30:54+00:00,80.09,<app.models.models.Customer object at 0x7f572cd24650>,9400150105501156406821
16-13557-81694,SHIPSTATION,SHIPPED,2025-09-11 08:16:39+00:00,19.87,<app.models.models.Customer object at 0x7f572cd24350>,9400150105501157996772
16-13571-27713,SHIPSTATION,SHIPPED,2025-09-14 19:36:10+00:00,108.54,<app.models.models.Customer object at 0x7f572cdd6350>,9400150105501159938978
200013420028815,SHIPSTATION,SHIPPED,2025-09-19 08:42:51.333000+00:00,0.00,<app.models.models.Customer object at 0x7f572cd68a50>,9434650206217086817360
10-13554-85877,SHIPSTATION,SHIPPED,2025-09-08 15:06:29+00:00,49.43,<app.models.models.Customer object at 0x7f572cd26950>,9434650105501046121829
200013560997912,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 19:28:59.953000+00:00,153.10,<app.models.models.Customer object at 0x7f572cd4a850>,None
200013448259686,SHIPSTATION,AWAITING_SHIPMENT,2025-09-10 15:09:54.643000+00:00,173.69,<app.models.models.Customer object at 0x7f572cd25650>,None
21-13506-47517,SHIPSTATION,SHIPPED,2025-09-02 12:54:03.233000+00:00,0.00,<app.models.models.Customer object at 0x7f574572cc50>,392773491558
200013443455851,SHIPSTATION,SHIPPED,2025-09-03 13:04:22.257000+00:00,0.00,<app.models.models.Customer object at 0x7f57450f2950>,9434650105501043455972
21-13520-07545,SHIPSTATION,SHIPPED,2025-09-03 20:28:07+00:00,16.40,<app.models.models.Customer object at 0x7f572cdbef50>,9400150206217264048959
14-13528-84568,SHIPSTATION,SHIPPED,2025-09-03 15:04:28+00:00,15.99,<app.models.models.Customer object at 0x7f572cd25350>,9400150206217264048751
01-13545-79153,SHIPSTATION,SHIPPED,2025-09-03 10:34:04+00:00,17.29,<app.models.models.Customer object at 0x7f574572c950>,9434650206217079485316
07-13535-87830,SHIPSTATION,SHIPPED,2025-09-03 03:38:39+00:00,20.28,<app.models.models.Customer object at 0x7f574572fd50>,9400150105501144953986
27-13508-45162,SHIPSTATION,SHIPPED,2025-09-03 00:16:41+00:00,27.47,<app.models.models.Customer object at 0x7f574572f650>,9400150105501142009470
25-13510-89627,SHIPSTATION,SHIPPED,2025-09-02 22:10:15+00:00,331.72,<app.models.models.Customer object at 0x7f572cdadb50>,9434650206217078459080
16-13521-48362,SHIPSTATION,SHIPPED,2025-09-02 13:54:08+00:00,87.57,<app.models.models.Customer object at 0x7f574572cb50>,9400150206217261093525
02-13545-85386,SHIPSTATION,SHIPPED,2025-09-03 18:23:04+00:00,19.87,<app.models.models.Customer object at 0x7f572cd25850>,9400150206217264048867
26-13507-26366,SHIPSTATION,SHIPPED,2025-09-02 11:08:33+00:00,18.52,<app.models.models.Customer object at 0x7f574572d250>,9400150206217264048768
25-13518-20933,SHIPSTATION,SHIPPED,2025-09-04 14:30:09+00:00,57.98,<app.models.models.Customer object at 0x7f572cdbf350>,9400150105501146507804
16-13532-10517,SHIPSTATION,SHIPPED,2025-09-05 04:32:28+00:00,60.97,<app.models.models.Customer object at 0x7f572cdbf550>,9400150206217265668842
10-13536-34848,SHIPSTATION,SHIPPED,2025-09-04 06:22:47+00:00,22.56,<app.models.models.Customer object at 0x7f572cdbf150>,9434650206217080039492
14-13536-98374,SHIPSTATION,SHIPPED,2025-09-05 14:16:45+00:00,29.82,<app.models.models.Customer object at 0x7f572cdbf850>,9400150206217266617214
200013599931500,SHIPSTATION,SHIPPED,2025-09-02 12:55:29.960000+00:00,176.44,<app.models.models.Customer object at 0x7f57450f1450>,392931273450
19-13554-37427,SHIPSTATION,SHIPPED,2025-09-11 10:28:29+00:00,280.50,<app.models.models.Customer object at 0x7f572cd48350>,393164547825
200013808207222,SHIPSTATION,SHIPPED,2025-09-03 18:10:54.330000+00:00,2.00,<app.models.models.Customer object at 0x7f57450f0050>,9400150105501146554587
05-13544-56618,SHIPSTATION,SHIPPED,2025-09-04 10:20:33+00:00,17.11,<app.models.models.Customer object at 0x7f574639b950>,9434650105501044532351
10-13536-33987,SHIPSTATION,SHIPPED,2025-09-04 06:20:20+00:00,228.18,<app.models.models.Customer object at 0x7f572cdbf050>,9434650105501044775925
12-13540-09480,SHIPSTATION,SHIPPED,2025-09-05 15:48:07+00:00,16.21,<app.models.models.Customer object at 0x7f572cd34650>,9400150206217266616941
06-13547-55475,SHIPSTATION,SHIPPED,2025-09-05 12:02:36+00:00,30.24,<app.models.models.Customer object at 0x7f572cd34550>,9400150206217266617276
200013537338575,SHIPSTATION,SHIPPED,2025-09-05 12:27:55.503000+00:00,2.00,<app.models.models.Customer object at 0x7f572cdbca50>,9400150206217266651782
200013676518884,SHIPSTATION,SHIPPED,2025-09-19 14:44:48.960000+00:00,0.66,<app.models.models.Customer object at 0x7f572cde4850>,9400150105501170918362
24-13536-16108,SHIPSTATION,SHIPPED,2025-09-05 05:19:52+00:00,15.99,<app.models.models.Customer object at 0x7f572cd27e50>,9434650206217080041600
27-13515-02199,SHIPSTATION,SHIPPED,2025-09-04 12:04:08+00:00,171.21,<app.models.models.Customer object at 0x7f572cd27550>,9434650105501044775949
03-13547-41256,SHIPSTATION,SHIPPED,2025-09-04 13:07:08+00:00,198.99,<app.models.models.Customer object at 0x7f572cd27650>,9434650206217080292316
13-13539-65328,SHIPSTATION,SHIPPED,2025-09-05 22:03:52+00:00,41.46,<app.models.models.Customer object at 0x7f572cdbfb50>,9400150206217266616453
14-13535-32422,SHIPSTATION,SHIPPED,2025-09-05 07:08:50+00:00,16.30,<app.models.models.Customer object at 0x7f572cd34050>,9434650206217080359408
15-13534-05366,SHIPSTATION,SHIPPED,2025-09-05 07:52:59+00:00,30.00,<app.models.models.Customer object at 0x7f572cd34150>,9400150206217266617344
20-13529-69168,SHIPSTATION,SHIPPED,2025-09-05 19:50:56+00:00,46.89,<app.models.models.Customer object at 0x7f572cdbf950>,9434650105501044854385
21-13571-10151,SHIPSTATION,AWAITING_SHIPMENT,2025-09-16 09:22:14+00:00,127.09,<app.models.models.Customer object at 0x7f572cd36f50>,None
05-13584-25090,SHIPSTATION,SHIPPED,2025-09-14 08:43:15+00:00,48.14,<app.models.models.Customer object at 0x7f572cdbc950>,9434650206217083980524
15-13566-72386,SHIPSTATION,SHIPPED,2025-09-13 08:37:09+00:00,20.19,<app.models.models.Customer object at 0x7f572cd49750>,9400150206217279502835
200013432158302,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 11:57:12.663000+00:00,172.78,<app.models.models.Customer object at 0x7f572cdd4f50>,None
200013735086932,SHIPSTATION,SHIPPED,2025-09-12 17:47:39.567000+00:00,11.99,<app.models.models.Customer object at 0x7f572cdd6650>,9434650105501048849967
24-13598-76305,SHIPSTATION,SHIPPED,2025-09-20 14:26:43+00:00,989.10,<app.models.models.Customer object at 0x7f572cdd7850>,9434650105501052158420
13-13588-45305,SHIPSTATION,SHIPPED,2025-09-17 18:08:57+00:00,112.17,<app.models.models.Customer object at 0x7f572cdd7d50>,9434650105501050545598
24-13572-31092,SHIPSTATION,SHIPPED,2025-09-14 06:10:53+00:00,34.07,<app.models.models.Customer object at 0x7f572cd10c50>,9400150105501159928306
04-13571-16697,SHIPSTATION,SHIPPED,2025-09-10 12:44:11+00:00,227.11,<app.models.models.Customer object at 0x7f572cdbcd50>,9434650206217083211338
16-13559-23164,SHIPSTATION,SHIPPED,2025-09-11 14:30:33+00:00,259.67,<app.models.models.Customer object at 0x7f572cdbcc50>,9434650105501047944373
19-13579-59867,SHIPSTATION,SHIPPED,2025-09-17 14:57:50+00:00,1502.19,<app.models.models.Customer object at 0x7f572cdd6750>,393373608176
19-13567-51007,SHIPSTATION,SHIPPED,2025-09-14 21:10:59+00:00,30.79,<app.models.models.Customer object at 0x7f572cd11150>,9400150105501159939944
27-13555-48867,SHIPSTATION,SHIPPED,2025-09-14 13:59:46+00:00,80.83,<app.models.models.Customer object at 0x7f572cd4b150>,9400150105501159932426
07-13586-74727,SHIPSTATION,SHIPPED,2025-09-15 11:42:46+00:00,154.17,<app.models.models.Customer object at 0x7f572cd58b50>,9434650105501049780443
20-13557-04976,SHIPSTATION,SHIPPED,2025-09-12 11:12:02+00:00,58.57,<app.models.models.Customer object at 0x7f572cd48950>,9400150206217277637287
200013812541780,SHIPSTATION,SHIPPED,2025-09-10 19:02:18.090000+00:00,145.13,<app.models.models.Customer object at 0x7f572cdac450>,9434650105501049052922
200013584903289,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 08:31:54.667000+00:00,140.97,<app.models.models.Customer object at 0x7f572cdd5950>,None
03-13602-97237,SHIPSTATION,SHIPPED,2025-09-18 04:37:06+00:00,34.07,<app.models.models.Customer object at 0x7f572cd24050>,9400150206217286161681
200013652169106,SHIPSTATION,SHIPPED,2025-09-16 11:06:27.230000+00:00,237.81,<app.models.models.Customer object at 0x7f572cd4be50>,9434650105501050109097
23-13566-14261,SHIPSTATION,SHIPPED,2025-09-15 17:22:07+00:00,18.60,<app.models.models.Customer object at 0x7f572cd4b250>,9434650105501049657943
07-13599-80927,SHIPSTATION,SHIPPED,2025-09-18 14:02:13+00:00,125.79,<app.models.models.Customer object at 0x7f572cd68d50>,9434650105501051156038
200013569369287,SHIPSTATION,SHIPPED,2025-09-11 08:55:01.590000+00:00,178.11,<app.models.models.Customer object at 0x7f572cd24450>,393249466349
200013737143083,SHIPSTATION,SHIPPED,2025-09-11 13:14:53.847000+00:00,0.00,<app.models.models.Customer object at 0x7f572cd26c50>,None
24-13571-46767,SHIPSTATION,SHIPPED,2025-09-13 22:52:18+00:00,61.24,<app.models.models.Customer object at 0x7f57450f1950>,9400150105501159927194
06-13569-51613,SHIPSTATION,SHIPPED,2025-09-10 17:34:08+00:00,314.41,<app.models.models.Customer object at 0x7f572cdbdc50>,9434650206217083211321
200013620648028,SHIPSTATION,SHIPPED,2025-09-12 05:28:59.037000+00:00,165.00,<app.models.models.Customer object at 0x7f572cd37d50>,393258550119
200013658959871,SHIPSTATION,AWAITING_SHIPMENT,2025-09-13 11:10:43.667000+00:00,142.54,<app.models.models.Customer object at 0x7f572cd4a050>,None
06-13602-61884,SHIPSTATION,SHIPPED,2025-09-18 23:54:30+00:00,169.70,<app.models.models.Customer object at 0x7f572cd68350>,9434650105501051362231
20-13567-37615,SHIPSTATION,CANCELLED,2025-09-15 05:54:10+00:00,26.79,<app.models.models.Customer object at 0x7f572cd4bb50>,9400150105501159944597
200013584030934,SHIPSTATION,AWAITING_SHIPMENT,2025-09-13 19:15:42.950000+00:00,135.42,<app.models.models.Customer object at 0x7f572cd59d50>,None
04-13571-59001,SHIPSTATION,SHIPPED,2025-09-10 14:51:16+00:00,245.25,<app.models.models.Customer object at 0x7f572cdbde50>,9434650105501047596084
14-13554-15892,SHIPSTATION,SHIPPED,2025-09-09 16:44:52+00:00,1887.69,<app.models.models.Customer object at 0x7f572cd26650>,393126656648
200013781712192,SHIPSTATION,SHIPPED,2025-09-19 14:37:16.640000+00:00,0.66,<app.models.models.Customer object at 0x7f572cde4150>,9400150206217290862024
200013644637554,SHIPSTATION,SHIPPED,2025-09-15 07:45:08.067000+00:00,320.56,<app.models.models.Customer object at 0x7f572cd4ba50>,393260413199
21-13565-85561,SHIPSTATION,SHIPPED,2025-09-15 06:12:25+00:00,11.83,<app.models.models.Customer object at 0x7f572cd13650>,9400150206217280468878
25-13541-47104,SHIPSTATION,SHIPPED,2025-09-10 07:05:31+00:00,279.76,<app.models.models.Customer object at 0x7f57450f0e50>,9434650105501047596077
12-13603-92746,SHIPSTATION,SHIPPED,2025-09-21 13:08:37+00:00,122.16,<app.models.models.Customer object at 0x7f572cd6a050>,9434650206217087905004
200013633069802,SHIPSTATION,SHIPPED,2025-09-14 15:57:22.617000+00:00,3.99,<app.models.models.Customer object at 0x7f572cd5a350>,9400150105501160825427
200013645091778,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 08:21:26.523000+00:00,140.97,<app.models.models.Customer object at 0x7f572cd48c50>,None
200013571165080,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 07:48:49.047000+00:00,145.13,<app.models.models.Customer object at 0x7f572cd48e50>,None
200013561073851,SHIPSTATION,SHIPPED,2025-09-14 17:24:33.560000+00:00,212.03,<app.models.models.Customer object at 0x7f572cd4a650>,None
13-13570-77207,SHIPSTATION,SHIPPED,2025-09-13 13:43:38+00:00,21.18,<app.models.models.Customer object at 0x7f572cd49950>,9400150105501159926302
25-13557-37870,SHIPSTATION,SHIPPED,2025-09-14 10:55:09+00:00,42.63,<app.models.models.Customer object at 0x7f572cdd4b50>,9400150206217279507953
21-13565-87093,SHIPSTATION,SHIPPED,2025-09-15 06:15:41+00:00,41.14,<app.models.models.Customer object at 0x7f572cdd6850>,9400150105501159943439
200013526683391,SHIPSTATION,SHIPPED,2025-09-10 19:01:15.547000+00:00,244.90,<app.models.models.Customer object at 0x7f572cd48750>,393231205236
200013634109866,SHIPSTATION,AWAITING_SHIPMENT,2025-09-12 08:53:17.837000+00:00,138.57,<app.models.models.Customer object at 0x7f572cd49150>,None
200013812296924,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 08:39:57.260000+00:00,639.88,<app.models.models.Customer object at 0x7f572cdd4e50>,None
17-13560-11444,SHIPSTATION,SHIPPED,2025-09-12 06:58:32+00:00,196.37,<app.models.models.Customer object at 0x7f572cdd5350>,9434650206217084850666
13-13574-83012,SHIPSTATION,SHIPPED,2025-09-14 15:39:38+00:00,47.27,<app.models.models.Customer object at 0x7f574572f250>,9400150206217279515255
05-13588-29846,SHIPSTATION,SHIPPED,2025-09-15 06:37:52+00:00,48.93,<app.models.models.Customer object at 0x7f572cdd6950>,9400150105501159945532
200013624566094,SHIPSTATION,SHIPPED,2025-09-02 05:45:43.567000+00:00,151.92,<app.models.models.Customer object at 0x7f572cdac250>,9434650206217083355902
25-13491-19110,SHIPSTATION,SHIPPED,2025-09-11 06:11:27.967000+00:00,0.00,<app.models.models.Customer object at 0x7f57450f0850>,9434950105501000367868
200013647961954,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 10:36:50.507000+00:00,219.99,<app.models.models.Customer object at 0x7f572cd6b250>,None
15-13574-83923,SHIPSTATION,SHIPPED,2025-09-15 08:54:19+00:00,42.20,<app.models.models.Customer object at 0x7f572cd58650>,9400150206217280998504
200013656623701,SHIPSTATION,SHIPPED,2025-09-12 12:03:49.167000+00:00,155.00,<app.models.models.Customer object at 0x7f572cd37750>,393267042019
06-13572-10667,SHIPSTATION,SHIPPED,2025-09-11 10:10:23+00:00,59.44,<app.models.models.Customer object at 0x7f572cdd5450>,9400150105501157996765
22-13559-46810,SHIPSTATION,SHIPPED,2025-09-13 22:56:36+00:00,568.50,<app.models.models.Customer object at 0x7f57450f1e50>,393216245034
10-13577-94281,SHIPSTATION,SHIPPED,2025-09-14 12:36:00+00:00,46.81,<app.models.models.Customer object at 0x7f572cd48b50>,9400150206217279509223
19-13570-88942,SHIPSTATION,SHIPPED,2025-09-15 13:41:10+00:00,235.54,<app.models.models.Customer object at 0x7f572cd58e50>,393286146218
19-13598-40215,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 11:00:45+00:00,21.88,<app.models.models.Customer object at 0x7f572cd6b950>,None
14-13605-32988,SHIPSTATION,AWAITING_SHIPMENT,2025-09-22 11:40:10+00:00,162.65,<app.models.models.Customer object at 0x7f572cde5950>,None
26-13566-20975,SHIPSTATION,SHIPPED,2025-09-16 16:47:31+00:00,125.50,<app.models.models.Customer object at 0x7f572cd5a450>,9434650105501050294809
