#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
,,,,,,"265.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-48
,,,,,,"210.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-53
,,,,,,"225.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-54
,,,,,,"260.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-55
,,,,,,"245.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-60
,,,,,,"255.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-61
,,,,,,"290.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-62
,,,,,,"190.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-67
,,,,,,"210.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-68
,,,,,,"245.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-69
,,,,,,"220.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-74
,,,,,,"230.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-75
,,,,,,"265.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-76
,,,,,,"250.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-81
,,,,,,"270.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-82
,,,,,,"305.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-83
Revise,"PC Desktops & All-In-Ones (179)","396911095771","DELL Desktop Computer PC i5,up to 32GB RAM 1TB SSD, Win10/11, WIFI,DVD-RW","US","USD",,,,,Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;256 GB;512 GB;1 TB,33800403
,,,,,,"125.25",,"8","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB,IF_BA123A19
,,,,,,"160.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB,IF_75F84DA7
,,,,,,"195.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB,IF_E9A2D6A7
,,,,,,"230.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB,IF_5ECB8650
,,,,,,"175.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB,IF_2CA16E92
,,,,,,"200.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB,IF_130B0915
,,,,,,"234.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB,IF_72268247
,,,,,,"270.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB,IF_39F4BBEB
,,,,,,"215.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB,IF_2C73222F
,,,,,,"240.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB,IF_2942DABD
,,,,,,"275.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB,IF_ADB2936B
,,,,,,"310.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB,IF_D9A3DC42
,,,,,,"140.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB,IF_00CBC69C
,,,,,,"165.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB,IF_23EA8B63
,,,,,,"200.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB,IF_63447A08
,,,,,,"235.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB,IF_176DAF69
,,,,,,"180.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB,IF_755F345D
,,,,,,"244.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB,IF_C7221F61
,,,,,,"254.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB,IF_B4663C6D
,,,,,,"279.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB,IF_C07308D3
,,,,,,"230.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB,IF_888ED41F
,,,,,,"265.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB,IF_FF4ED4F8
,,,,,,"280.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB,IF_460893CB
,,,,,,"315.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB,IF_378ECD6C
Revise,"Monitors (80053)","396960920288","Dell 22″ Widescreen LCD Monitor – 1680×1050/1080p, Includes Stand & VGA Cable","US","USD","58.53",,"10",,,QZI-9UU-PUJ
Revise,"PC Desktops & All-In-Ones (179)","396983416891",Dell i5 Desktop Computer | Upto 32GB RAM | Upto 1TB SSD | Windows 10/11 Pro,"US","USD",,,,,RAM Size=8 GB;16;32 GB|Hard Drive Capacity=256 GB;512 GB;1TB|Operating System=Windows 10 Pro;Windows 11 Pro,33834589
,,,,,,"230.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,IF_38266920
,,,,,,"235.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,IF_8B22FEF6
,,,,,,"132.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_BD6C5C90
,,,,,,"140.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_2C8BB817
,,,,,,"195.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_5F387746
,,,,,,"200.25",,"10","Variation",RAM Size=8 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_340499B6
,,,,,,"270.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,IF_0A4511F7
,,,,,,"240.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,IF_1F84EA10
,,,,,,"200.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_6025AB1C
,,,,,,"205.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_CAA95856
,,,,,,"235.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_39AD308F
,,,,,,"240.25",,"10","Variation",RAM Size=16|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_9A085DCB
,,,,,,"240.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,8UU-YDE-UTF
,,,,,,"245.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,PR5-9KA-919
,,,,,,"275.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,VKJ-3H8-EZZ
,,,,,,"280.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,O2E-15E-KAH
,,,,,,"310.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,T3E-HA6-EGP
,,,,,,"315.25",,"10","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,WY1-1FI-Z5F
Revise,"PC Desktops & All-In-Ones (179)","396983853237",Lenovo ThinkCentre M710q tiny i5-7500T 2.7ghz 16GB RAM 256GB SSD Windows 11,"US","USD","150.0",,"0",,,NG72-LZ0-CPEW5
Revise,"PC Desktops & All-In-Ones (179)","396983992138",Dell Desktop PC Intel i5 | Windows 11 Pro | Up to 32GB RAM | Up to 1TB SSD,"US","USD",,,,,RAM Size=8 GB;16 GB;32 GB|Storage=256GB SSD;512GB SSD;1TB SSD,33835663
,,,,,,"185.25",,"0","Variation",RAM Size=8 GB|Storage=256GB SSD,IF_D07C238A
,,,,,,"225.25",,"0","Variation",RAM Size=8 GB|Storage=512GB SSD,IF_DAA66A92
,,,,,,"265.25",,"0","Variation",RAM Size=8 GB|Storage=1TB SSD,IF_BD6D5B7E
,,,,,,"240.25",,"0","Variation",RAM Size=16 GB|Storage=256GB SSD,IF_6D89C57B
,,,,,,"265.25",,"0","Variation",RAM Size=16 GB|Storage=512GB SSD,IF_8810919F
,,,,,,"305.25",,"0","Variation",RAM Size=16 GB|Storage=1TB SSD,IF_822677B1
,,,,,,"284.25",,"0","Variation",RAM Size=32 GB|Storage=256GB SSD,IF_7B0BF5BF
,,,,,,"305.25",,"0","Variation",RAM Size=32 GB|Storage=512GB SSD,IF_F06743C0
,,,,,,"345.25",,"0","Variation",RAM Size=32 GB|Storage=1TB SSD,IF_86816C12
Revise,"Barcode Scanners (46706)","396998982702",Alacrity Upgraded 2D Industrial Barcode Scanner w/Wireless Charging Stand Orange,"US","USD","48.99",,"2",,,LET-09A-XAY
Revise,"Barcode Scanners (46706)","396999073549",Symcode MJ R30 2D Portable Wireless Bluetooth Finger Ring Barcode Scanner Reader,"US","USD","75.0",,"3",,,I1H-7YW-W23
Revise,"PC Desktops & All-In-Ones (179)","397002556650",Dell OptiPlex Desktop PC Intel i5 | Up to 32GB RAM | Up to 1TB SSD | Win 11 Pro,"US","USD",,,,,RAM Size=8 GB;16 GB;32 GB|Hard Drive Capacity=256;512;1TB SSD|Operating System=Windows 11 Pro,33842793
,,,,,,"104.99",,"3","Variation",RAM Size=8 GB|Hard Drive Capacity=256|Operating System=Windows 11 Pro,IF_E33FC70B
,,,,,,"123.19",,"3","Variation",RAM Size=8 GB|Hard Drive Capacity=512|Operating System=Windows 11 Pro,IF_1CCB9390
,,,,,,"129.49",,"3","Variation",RAM Size=16 GB|Hard Drive Capacity=256|Operating System=Windows 11 Pro,IF_EE81AD7A
,,,,,,"149.09",,"3","Variation",RAM Size=16 GB|Hard Drive Capacity=512|Operating System=Windows 11 Pro,IF_225569AB
,,,,,,"153.29",,"3","Variation",RAM Size=32 GB|Hard Drive Capacity=256|Operating System=Windows 11 Pro,IF_305714E4
,,,,,,"181.99",,"3","Variation",RAM Size=32 GB|Hard Drive Capacity=512|Operating System=Windows 11 Pro,IF_87EC1165
,,,,,,"147.69",,"3","Variation",RAM Size=8 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_5590DCF6
,,,,,,"172.19",,"3","Variation",RAM Size=16 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_67783588
,,,,,,"202.29",,"3","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_97D54737
Revise,"PC Desktops & All-In-Ones (179)","397003046166",Dell OptiPlex SFF Desktop PC Intel i5 | Up to 32GB RAM | 1TB SSD | Win 10/11 Pro,"US","USD",,,,,RAM Size=8 GB;16 GB;32 GB|Hard Drive Capacity=256 GB;512 GB;1TB|Operating System=Windows 10 Pro;Windows 11 Pro,33843097
,,,,,,"157.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_E47DD569
,,,,,,"159.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_445437F5
,,,,,,"164.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_26EC1044
,,,,,,"167.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_3A07400F
,,,,,,"174.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,IF_95A4515A
,,,,,,"179.99",,"0","Variation",RAM Size=8 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,IF_87E348FD
,,,,,,"199.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_671CCC53
,,,,,,"208.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_886732F0
,,,,,,"229.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_A0EDE828
,,,,,,"239.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_97C44C93
,,,,,,"242.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,IF_5582E92E
,,,,,,"249.99",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,IF_78134AC6
,,,,,,"285.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_C25CCCD7
,,,,,,"289.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_52E48F80
,,,,,,"294.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_CB715290
,,,,,,"297.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_9BDB7082
,,,,,,"299.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,IF_E99656B9
,,,,,,"329.99",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,IF_426D4C84
Revise,"PC Desktops & All-In-Ones (179)","397027214627","DELL OptiPlex Desktop PC i7,Up to 32GB RAM, 1TB NVME SSD,Windows 11 PRO,Wifi+BT","US","USD",,,,,RAM Size=8 GB;16 GB;32 GB|SSD Capacity=256 GB;512 GB;1 TB,33852308
,,,,,,"168.25",,"3","Variation",RAM Size=8 GB|SSD Capacity=256 GB,IF_0D2B1520
,,,,,,"198.25",,"3","Variation",RAM Size=8 GB|SSD Capacity=512 GB,IF_ED0E1BA5
,,,,,,"208.25",,"3","Variation",RAM Size=8 GB|SSD Capacity=1 TB,IF_FF7B1603
,,,,,,"198.25",,"3","Variation",RAM Size=16 GB|SSD Capacity=256 GB,IF_D1A1779C
,,,,,,"228.25",,"3","Variation",RAM Size=16 GB|SSD Capacity=512 GB,IF_6AF6FE20
,,,,,,"278.25",,"3","Variation",RAM Size=16 GB|SSD Capacity=1 TB,IF_B144F287
,,,,,,"278.25",,"3","Variation",RAM Size=32 GB|SSD Capacity=256 GB,IF_EE43107B
,,,,,,"298.25",,"3","Variation",RAM Size=32 GB|SSD Capacity=512 GB,IF_8EEE294C
,,,,,,"328.25",,"3","Variation",RAM Size=32 GB|SSD Capacity=1 TB,IF_A944E05D
Revise,"PC Desktops & All-In-Ones (179)","397027235707","DELL OptiPlex Desktop PC i5,Up to 32GB RAM, 1TB NVME SSD,Windows 11 PRO,Wifi+BT","US","USD",,,,,RAM Size=8 GB;16 GB;32 GB|SSD Capacity=256 GB;512 GB;1 TB,33852310
,,,,,,"112.17",,"3","Variation",RAM Size=8 GB|SSD Capacity=256 GB,IF_7266ABF8
,,,,,,"133.17",,"3","Variation",RAM Size=8 GB|SSD Capacity=512 GB,IF_8A664D06
,,,,,,"140.17",,"3","Variation",RAM Size=8 GB|SSD Capacity=1 TB,IF_DE44C1AE
,,,,,,"133.17",,"3","Variation",RAM Size=16 GB|SSD Capacity=256 GB,IF_74A7F31D
,,,,,,"154.17",,"3","Variation",RAM Size=16 GB|SSD Capacity=512 GB,IF_6724031D
,,,,,,"189.17",,"3","Variation",RAM Size=16 GB|SSD Capacity=1 TB,IF_3DD05856
,,,,,,"189.17",,"3","Variation",RAM Size=32 GB|SSD Capacity=256 GB,IF_BAF77ACE
,,,,,,"203.17",,"3","Variation",RAM Size=32 GB|SSD Capacity=512 GB,IF_F1AD5C4D
,,,,,,"224.17",,"3","Variation",RAM Size=32 GB|SSD Capacity=1 TB,IF_F7C80D0E
Revise,"PC Desktops & All-In-Ones (179)","397039713640",Dell OptiPlex SFF Desktop PC Intel i5 | Up to 32GB RAM | 1TB SSD | Win 10/11 Pro,"US","USD",,,,,RAM Size=8GB;16 GB;32 GB|Hard Drive Capacity=128 GB;256 GB;512 GB;1TB SSD|Operating System=Windows 10 Pro;Windows 11 Pro,33854926
,,,,,,"165.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=128 GB|Operating System=Windows 10 Pro,IF_ADFDC6CD
,,,,,,"195.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=128 GB|Operating System=Windows 11 Pro,IF_A2184E32
,,,,,,"215.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_B8967987
,,,,,,"220.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_5500C3A2
,,,,,,"270.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_F7409629
,,,,,,"275.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_44144438
,,,,,,"340.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_EB1DB2AB
,,,,,,"345.25",,"0","Variation",RAM Size=8GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_8E419F63
,,,,,,"245.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=128 GB|Operating System=Windows 10 Pro,IF_13BF6E40
,,,,,,"250.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=128 GB|Operating System=Windows 11 Pro,IF_E2C6B2D9
,,,,,,"270.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_CF7FCEEB
,,,,,,"275.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_E9841BCE
,,,,,,"325.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_95A9D234
,,,,,,"330.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_CE4E1DF2
,,,,,,"395.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_5AF55520
,,,,,,"400.25",,"0","Variation",RAM Size=16 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_20D73154
,,,,,,"310.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=128 GB|Operating System=Windows 10 Pro,IF_C265D2C6
,,,,,,"315.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=128 GB|Operating System=Windows 11 Pro,IF_06E9375B
,,,,,,"335.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 10 Pro,IF_63F751B2
,,,,,,"340.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,IF_95427D9E
,,,,,,"390.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_EF7FA223
,,,,,,"395.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,IF_3945153F
,,,,,,"460.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_341CDFD5
,,,,,,"465.25",,"0","Variation",RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 11 Pro,IF_FE543941
Revise,"PC Desktops & All-In-Ones (179)","396894005674",HP Desktop Minitower Intel Core i7 3.20GHz Upto 16GB Upto 1TB SSD Windows 10 Pro,"US","USD",,,,,RAM Size=8 GB;16 GB|SSD Capacity=128 GB;256 GB;512 GB;1 TB,33786266
,,,,,,"115.0",,"3","Variation",RAM Size=8 GB|SSD Capacity=128 GB,P7U-ZZU-T5V
,,,,,,"155.0",,"3","Variation",RAM Size=8 GB|SSD Capacity=256 GB,26P-IMD-Z77
,,,,,,"195.0",,"3","Variation",RAM Size=8 GB|SSD Capacity=512 GB,B2G-FVO-QPP
,,,,,,"230.0",,"3","Variation",RAM Size=8 GB|SSD Capacity=1 TB,7BY-EOV-4TR
,,,,,,"170.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=128 GB,BJV-3ZG-SZF
,,,,,,"215.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=256 GB,IWT-9UR-I3T
,,,,,,"270.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=512 GB,6S7-APZ-N7M
,,,,,,"345.0",,"3","Variation",RAM Size=16 GB|SSD Capacity=1 TB,QY6-4VC-CTB
Revise,"PC Desktops & All-In-Ones (179)","397068570938",HP Desktop SFF PC Intel Core i5| 32GB RAM 1TB SSD | Windows 11/10 Pro,"US","USD",,,,,Operating System=Windows 11 Pro;Windows 10 Pro|RAM Size=8 GB;16 GB;32 GB|Hard Drive Capacity=128 GB;256 GB;512 GB;1TB,33872113
,,,,,,"198.99",,"1","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=128 GB,IF_1E70C6A8
,,,,,,"229.0",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=256 GB,IF_E4EEC278
,,,,,,"249.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=512 GB,IF_8F4B8EC5
,,,,,,"285.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB,IF_C7A9DD46
,,,,,,"219.99",,"5","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=128 GB,IF_6C0177DD
,,,,,,"244.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=256 GB,IF_5EA4E20C
,,,,,,"268.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=512 GB,IF_EEE7C6FB
,,,,,,"299.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB,IF_8C2E6E38
,,,,,,"242.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=128 GB,IF_AAB94C38
,,,,,,"283.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=256 GB,IF_1909DB35
,,,,,,"304.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=512 GB,IF_35C618BC
,,,,,,"344.99",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB,IF_8B98EB06
,,,,,,"209.99",,"1","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=128 GB,IF_C75EE5E1
,,,,,,"224.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=256 GB,IF_F4A6E63E
,,,,,,"247.39",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=512 GB,IF_4EBB453F
,,,,,,"283.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB,IF_76781D9A
,,,,,,"219.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=128 GB,IF_2A5B6383
,,,,,,"242.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=256 GB,IF_EFDC1846
,,,,,,"263.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=512 GB,IF_8F858A2E
,,,,,,"297.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB,IF_9EECA527
,,,,,,"249.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=128 GB,IF_7BD721B1
,,,,,,"279.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=256 GB,IF_8731B6D2
,,,,,,"304.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=512 GB,IF_2057262F
,,,,,,"339.99",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB,IF_C963FCDA
Revise,"Internal Hard Disk Drives (56083)","397071854372","1TB SSD 2.5"" SATA Hard Drive for Laptop with Windows 11 Pro Installed Used","US","USD","75.25",,"5",,,2UE-8J9-DXD
